उत्साहहीनता,"( 0 - उ ), ( 1 - त ), ( 2 - ् ), ( 3 - स ), ( 4 - ा ), ( 5 - ह ), ( 6 - ह ), ( 7 - ी ), ( 8 - न ), ( 9 - त ), ( 10 - ा )",0,6
कामभावना,"( 0 - क ), ( 1 - ा ), ( 2 - म ), ( 3 - भ ), ( 4 - ा ), ( 5 - व ), ( 6 - न ), ( 7 - ा )",-1,-1
पहिनना,"( 0 - प ), ( 1 - ह ), ( 2 - ि ), ( 3 - न ), ( 4 - न ), ( 5 - ा )",0,6
व्यतियों,"( 0 - व ), ( 1 - ् ), ( 2 - य ), ( 3 - त ), ( 4 - ि ), ( 5 - य ), ( 6 - ो ), ( 7 - ं )",0,5
अतुलनीय,"( 0 - अ ), ( 1 - त ), ( 2 - ु ), ( 3 - ल ), ( 4 - न ), ( 5 - ी ), ( 6 - य )",0,4
पेस्टील,"( 0 - प ), ( 1 - े ), ( 2 - स ), ( 3 - ् ), ( 4 - ट ), ( 5 - ी ), ( 6 - ल )",0,7
चोंगा,"( 0 - च ), ( 1 - ो ), ( 2 - ं ), ( 3 - ग ), ( 4 - ा )",0,4
आधार,"( 0 - आ ), ( 1 - ध ), ( 2 - ा ), ( 3 - र )",0,4
घोड़े,"( 0 - घ ), ( 1 - ो ), ( 2 - ड़ ), ( 3 - े )",0,4
सहस्रपति,"( 0 - स ), ( 1 - ह ), ( 2 - स ), ( 3 - ् ), ( 4 - र ), ( 5 - प ), ( 6 - त ), ( 7 - ि )",0,5
सदयता,"( 0 - स ), ( 1 - द ), ( 2 - य ), ( 3 - त ), ( 4 - ा )",0,3
घुसाना,"( 0 - घ ), ( 1 - ु ), ( 2 - स ), ( 3 - ा ), ( 4 - न ), ( 5 - ा )",0,4
आपतिजनक,"( 0 - आ ), ( 1 - प ), ( 2 - त ), ( 3 - ि ), ( 4 - ज ), ( 5 - न ), ( 6 - क )",-1,-1
ढांपकर,"( 0 - ढ ), ( 1 - ा ), ( 2 - ं ), ( 3 - प ), ( 4 - क ), ( 5 - र )",0,6
लेखन,"( 0 - ल ), ( 1 - े ), ( 2 - ख ), ( 3 - न )",0,3
मिस्पार,"( 0 - म ), ( 1 - ि ), ( 2 - स ), ( 3 - ् ), ( 4 - प ), ( 5 - ा ), ( 6 - र )",0,7
मिलना,"( 0 - म ), ( 1 - ि ), ( 2 - ल ), ( 3 - न ), ( 4 - ा )",0,3
कारयवाई,"( 0 - क ), ( 1 - ा ), ( 2 - र ), ( 3 - य ), ( 4 - व ), ( 5 - ा ), ( 6 - ई )",0,4
गूएल,"( 0 - ग ), ( 1 - ू ), ( 2 - ए ), ( 3 - ल )",0,4
सहानुभूतिअ,"( 0 - स ), ( 1 - ह ), ( 2 - ा ), ( 3 - न ), ( 4 - ु ), ( 5 - भ ), ( 6 - ू ), ( 7 - त ), ( 8 - ि ), ( 9 - अ )",2,9
धुलने,"( 0 - ध ), ( 1 - ु ), ( 2 - ल ), ( 3 - न ), ( 4 - े )",0,5
नम्रता,"( 0 - न ), ( 1 - म ), ( 2 - ् ), ( 3 - र ), ( 4 - त ), ( 5 - ा )",0,4
रक्षाहीनता,"( 0 - र ), ( 1 - क ), ( 2 - ् ), ( 3 - ष ), ( 4 - ा ), ( 5 - ह ), ( 6 - ी ), ( 7 - न ), ( 8 - त ), ( 9 - ा )",0,8
मतली,"( 0 - म ), ( 1 - त ), ( 2 - ल ), ( 3 - ी )",0,4
पंहुचा,"( 0 - प ), ( 1 - ं ), ( 2 - ह ), ( 3 - ु ), ( 4 - च ), ( 5 - ा )",0,5
अश्रांत,"( 0 - अ ), ( 1 - श ), ( 2 - ् ), ( 3 - र ), ( 4 - ा ), ( 5 - ं ), ( 6 - त )",0,7
मथना,"( 0 - म ), ( 1 - थ ), ( 2 - न ), ( 3 - ा )",0,2
वज्रबधिर्,"( 0 - व ), ( 1 - ज ), ( 2 - ् ), ( 3 - र ), ( 4 - ब ), ( 5 - ध ), ( 6 - ि ), ( 7 - र ), ( 8 - ् )",4,9
कैमोमाइल,"( 0 - क ), ( 1 - ै ), ( 2 - म ), ( 3 - ो ), ( 4 - म ), ( 5 - ा ), ( 6 - इ ), ( 7 - ल )",0,8
माफिया,"( 0 - म ), ( 1 - ा ), ( 2 - फ ), ( 3 - ि ), ( 4 - य ), ( 5 - ा )",0,6
प्रत्यभिज्ञा,"( 0 - प ), ( 1 - ् ), ( 2 - र ), ( 3 - त ), ( 4 - ् ), ( 5 - य ), ( 6 - भ ), ( 7 - ि ), ( 8 - ज ), ( 9 - ् ), ( 10 - ञ ), ( 11 - ा )",0,12
निस्वार्थ,"( 0 - न ), ( 1 - ि ), ( 2 - स ), ( 3 - ् ), ( 4 - व ), ( 5 - ा ), ( 6 - र ), ( 7 - ् ), ( 8 - थ )",2,9
सम्भाविकी,"( 0 - स ), ( 1 - म ), ( 2 - ् ), ( 3 - भ ), ( 4 - ा ), ( 5 - व ), ( 6 - ि ), ( 7 - क ), ( 8 - ी )",0,8
दोपका,"( 0 - द ), ( 1 - ो ), ( 2 - प ), ( 3 - क ), ( 4 - ा )",0,5
हुप्पीम,"( 0 - ह ), ( 1 - ु ), ( 2 - प ), ( 3 - ् ), ( 4 - प ), ( 5 - ी ), ( 6 - म )",0,7
सल्लै,"( 0 - स ), ( 1 - ल ), ( 2 - ् ), ( 3 - ल ), ( 4 - ै )",0,5
मिलिफ़ोलियम,"( 0 - म ), ( 1 - ि ), ( 2 - ल ), ( 3 - ि ), ( 4 - फ ), ( 5 - ़ ), ( 6 - ो ), ( 7 - ल ), ( 8 - ि ), ( 9 - य ), ( 10 - म )",0,11
