संजना,"( 0 - स ), ( 1 - ं ), ( 2 - ज ), ( 3 - न ), ( 4 - ा )",0,5
बारीकियाँ,"( 0 - ब ), ( 1 - ा ), ( 2 - र ), ( 3 - ी ), ( 4 - क ), ( 5 - ि ), ( 6 - य ), ( 7 - ा ), ( 8 - ँ )",0,9
लजीली,"( 0 - ल ), ( 1 - ज ), ( 2 - ी ), ( 3 - ल ), ( 4 - ी )",0,5
जुझने,"( 0 - ज ), ( 1 - ु ), ( 2 - झ ), ( 3 - न ), ( 4 - े )",0,5
निशांध,"( 0 - न ), ( 1 - ि ), ( 2 - श ), ( 3 - ा ), ( 4 - ं ), ( 5 - ध )",0,6
अभित्यजन,"( 0 - अ ), ( 1 - भ ), ( 2 - ि ), ( 3 - त ), ( 4 - ् ), ( 5 - य ), ( 6 - ज ), ( 7 - न )",0,8
वार्ता,"( 0 - व ), ( 1 - ा ), ( 2 - र ), ( 3 - ् ), ( 4 - त ), ( 5 - ा )",0,6
अज्ञातजन,"( 0 - अ ), ( 1 - ज ), ( 2 - ् ), ( 3 - ञ ), ( 4 - ा ), ( 5 - त ), ( 6 - ज ), ( 7 - न )",0,8
पोत,"( 0 - प ), ( 1 - ो ), ( 2 - त )",0,3
हिमी,"( 0 - ह ), ( 1 - ि ), ( 2 - म ), ( 3 - ी )",0,4
फ़ेंक,"( 0 - फ ), ( 1 - ़ ), ( 2 - े ), ( 3 - ं ), ( 4 - क )",0,5
आन्दोलन,"( 0 - आ ), ( 1 - न ), ( 2 - ् ), ( 3 - द ), ( 4 - ो ), ( 5 - ल ), ( 6 - न )",0,7
विपल,"( 0 - व ), ( 1 - ि ), ( 2 - प ), ( 3 - ल )",0,4
अर्ये,"( 0 - अ ), ( 1 - र ), ( 2 - ् ), ( 3 - य ), ( 4 - े )",0,5
लेकिन,"( 0 - ल ), ( 1 - े ), ( 2 - क ), ( 3 - ि ), ( 4 - न )",0,5
पोशाकें,"( 0 - प ), ( 1 - ो ), ( 2 - श ), ( 3 - ा ), ( 4 - क ), ( 5 - े ), ( 6 - ं )",0,7
जलजन्तुओं,"( 0 - ज ), ( 1 - ल ), ( 2 - ज ), ( 3 - न ), ( 4 - ् ), ( 5 - त ), ( 6 - ु ), ( 7 - ओ ), ( 8 - ं )",0,9
पड़ाव,"( 0 - प ), ( 1 - ड ), ( 2 - ़ ), ( 3 - ा ), ( 4 - व )",0,5
बौद्धिक,"( 0 - ब ), ( 1 - ौ ), ( 2 - द ), ( 3 - ् ), ( 4 - ध ), ( 5 - ि ), ( 6 - क )",0,7
प्राच्यविद,"( 0 - प ), ( 1 - ् ), ( 2 - र ), ( 3 - ा ), ( 4 - च ), ( 5 - ् ), ( 6 - य ), ( 7 - व ), ( 8 - ि ), ( 9 - द )",0,10
मालिक,"( 0 - म ), ( 1 - ा ), ( 2 - ल ), ( 3 - ि ), ( 4 - क )",0,5
क्ना,"( 0 - क ), ( 1 - ् ), ( 2 - न ), ( 3 - ा )",0,4
शराबा,"( 0 - श ), ( 1 - र ), ( 2 - ा ), ( 3 - ब ), ( 4 - ा )",0,5
त्रुअन्त,"( 0 - त ), ( 1 - ् ), ( 2 - र ), ( 3 - ु ), ( 4 - अ ), ( 5 - न ), ( 6 - ् ), ( 7 - त )",0,8
नन्ही,"( 0 - न ), ( 1 - न ), ( 2 - ् ), ( 3 - ह ), ( 4 - ी )",0,5
प्राणिवर्गीकरण,"( 0 - प ), ( 1 - ् ), ( 2 - र ), ( 3 - ा ), ( 4 - ण ), ( 5 - ि ), ( 6 - व ), ( 7 - र ), ( 8 - ् ), ( 9 - ग ), ( 10 - ी ), ( 11 - क ), ( 12 - र ), ( 13 - ण )",0,14
मेडन्,"( 0 - म ), ( 1 - े ), ( 2 - ड ), ( 3 - न ), ( 4 - ् )",0,5
यार,"( 0 - य ), ( 1 - ा ), ( 2 - र )",0,3
समवाऊंगा,"( 0 - स ), ( 1 - म ), ( 2 - व ), ( 3 - ा ), ( 4 - ऊ ), ( 5 - ं ), ( 6 - ग ), ( 7 - ा )",0,8
बुलवाकर,"( 0 - ब ), ( 1 - ु ), ( 2 - ल ), ( 3 - व ), ( 4 - ा ), ( 5 - क ), ( 6 - र )",0,7
ऐबट,"( 0 - ऐ ), ( 1 - ब ), ( 2 - ट )",0,3
क्रीड़ादिवस,"( 0 - क ), ( 1 - ् ), ( 2 - र ), ( 3 - ी ), ( 4 - ड़ ), ( 5 - ा ), ( 6 - द ), ( 7 - ि ), ( 8 - व ), ( 9 - स )",0,10
कड़ुवाहट,"( 0 - क ), ( 1 - ड ), ( 2 - ़ ), ( 3 - ु ), ( 4 - व ), ( 5 - ा ), ( 6 - ह ), ( 7 - ट )",0,8
पसलियों,"( 0 - प ), ( 1 - स ), ( 2 - ल ), ( 3 - ि ), ( 4 - य ), ( 5 - ो ), ( 6 - ं )",0,7
जनरल,"( 0 - ज ), ( 1 - न ), ( 2 - र ), ( 3 - ल )",0,4
विद्यार्थी,"( 0 - व ), ( 1 - ि ), ( 2 - द ), ( 3 - ् ), ( 4 - य ), ( 5 - ा ), ( 6 - र ), ( 7 - ् ), ( 8 - थ ), ( 9 - ी )",0,10
साथिन,"( 0 - स ), ( 1 - ा ), ( 2 - थ ), ( 3 - ि ), ( 4 - न )",0,5
अण्डजता,"( 0 - अ ), ( 1 - ण ), ( 2 - ् ), ( 3 - ड ), ( 4 - ज ), ( 5 - त ), ( 6 - ा )",0,7
शिक्षालय,"( 0 - श ), ( 1 - ि ), ( 2 - क ), ( 3 - ् ), ( 4 - ष ), ( 5 - ा ), ( 6 - ल ), ( 7 - य )",0,8
ज़ोरदार,"( 0 - ज़ ), ( 1 - ो ), ( 2 - र ), ( 3 - द ), ( 4 - ा ), ( 5 - र )",0,6
मिस्पे,"( 0 - म ), ( 1 - ि ), ( 2 - स ), ( 3 - ् ), ( 4 - प ), ( 5 - े )",0,6
ोग,"( 0 - ो ), ( 1 - ग )",0,2
हृदीय,"( 0 - ह ), ( 1 - ृ ), ( 2 - द ), ( 3 - ी ), ( 4 - य )",0,5
साहसिक,"( 0 - स ), ( 1 - ा ), ( 2 - ह ), ( 3 - स ), ( 4 - ि ), ( 5 - क )",0,6
चमकाने,"( 0 - च ), ( 1 - म ), ( 2 - क ), ( 3 - ा ), ( 4 - न ), ( 5 - े )",0,6
हेज्योन,"( 0 - ह ), ( 1 - े ), ( 2 - ज ), ( 3 - ् ), ( 4 - य ), ( 5 - ो ), ( 6 - न )",0,7
गिल्गाल,"( 0 - ग ), ( 1 - ि ), ( 2 - ल ), ( 3 - ् ), ( 4 - ग ), ( 5 - ा ), ( 6 - ल )",0,7
फोटोज,"( 0 - फ ), ( 1 - ो ), ( 2 - ट ), ( 3 - ो ), ( 4 - ज )",0,5
चित्रलिपीय,"( 0 - च ), ( 1 - ि ), ( 2 - त ), ( 3 - ् ), ( 4 - र ), ( 5 - ल ), ( 6 - ि ), ( 7 - प ), ( 8 - ी ), ( 9 - य )",0,10
बैलास्ट,"( 0 - ब ), ( 1 - ै ), ( 2 - ल ), ( 3 - ा ), ( 4 - स ), ( 5 - ् ), ( 6 - ट )",0,7
मँड़राने,"( 0 - म ), ( 1 - ँ ), ( 2 - ड ), ( 3 - ़ ), ( 4 - र ), ( 5 - ा ), ( 6 - न ), ( 7 - े )",0,8
तड़क,"( 0 - त ), ( 1 - ड़ ), ( 2 - क )",0,3
तड़ीपार,"( 0 - त ), ( 1 - ड ), ( 2 - ़ ), ( 3 - ी ), ( 4 - प ), ( 5 - ा ), ( 6 - र )",0,7
तेज़ी,"( 0 - त ), ( 1 - े ), ( 2 - ज़ ), ( 3 - ी )",0,4
निरुद्योग,"( 0 - न ), ( 1 - ि ), ( 2 - र ), ( 3 - ु ), ( 4 - द ), ( 5 - ् ), ( 6 - य ), ( 7 - ो ), ( 8 - ग )",0,9
दूरी,"( 0 - द ), ( 1 - ू ), ( 2 - र ), ( 3 - ी )",0,4
हम,"( 0 - ह ), ( 1 - म )",0,2
खांए,"( 0 - ख ), ( 1 - ा ), ( 2 - ं ), ( 3 - ए )",0,4
असन्तोषजनक,"( 0 - अ ), ( 1 - स ), ( 2 - न ), ( 3 - ् ), ( 4 - त ), ( 5 - ो ), ( 6 - ष ), ( 7 - ज ), ( 8 - न ), ( 9 - क )",0,10
मधूर,"( 0 - म ), ( 1 - ध ), ( 2 - ू ), ( 3 - र )",0,4
पादप्रसाधन,"( 0 - प ), ( 1 - ा ), ( 2 - द ), ( 3 - प ), ( 4 - ् ), ( 5 - र ), ( 6 - स ), ( 7 - ा ), ( 8 - ध ), ( 9 - न )",0,10
अलंकारिक,"( 0 - अ ), ( 1 - ल ), ( 2 - ं ), ( 3 - क ), ( 4 - ा ), ( 5 - र ), ( 6 - ि ), ( 7 - क )",0,8
सितरा,"( 0 - स ), ( 1 - ि ), ( 2 - त ), ( 3 - र ), ( 4 - ा )",0,5
राजाधिकार,"( 0 - र ), ( 1 - ा ), ( 2 - ज ), ( 3 - ा ), ( 4 - ध ), ( 5 - ि ), ( 6 - क ), ( 7 - ा ), ( 8 - र )",0,9
असमयोचित,"( 0 - अ ), ( 1 - स ), ( 2 - म ), ( 3 - य ), ( 4 - ो ), ( 5 - च ), ( 6 - ि ), ( 7 - त )",0,8
हरामी,"( 0 - ह ), ( 1 - र ), ( 2 - ा ), ( 3 - म ), ( 4 - ी )",0,5
छकड़े,"( 0 - छ ), ( 1 - क ), ( 2 - ड ), ( 3 - ़ ), ( 4 - े )",0,5
चाहा,"( 0 - च ), ( 1 - ा ), ( 2 - ह ), ( 3 - ा )",0,4
मआकर,"( 0 - म ), ( 1 - आ ), ( 2 - क ), ( 3 - र )",0,4
पुनर्लाभ,"( 0 - प ), ( 1 - ु ), ( 2 - न ), ( 3 - र ), ( 4 - ् ), ( 5 - ल ), ( 6 - ा ), ( 7 - भ )",0,8
शृंगारयुक्त,"( 0 - श ), ( 1 - ृ ), ( 2 - ं ), ( 3 - ग ), ( 4 - ा ), ( 5 - र ), ( 6 - य ), ( 7 - ु ), ( 8 - क ), ( 9 - ् ), ( 10 - त )",0,11
ताज़ा,"( 0 - त ), ( 1 - ा ), ( 2 - ज़ ), ( 3 - ा )",0,4
हमंे,"( 0 - ह ), ( 1 - म ), ( 2 - ं ), ( 3 - े )",0,4
अशरण,"( 0 - अ ), ( 1 - श ), ( 2 - र ), ( 3 - ण )",0,4
जरायुवी,"( 0 - ज ), ( 1 - र ), ( 2 - ा ), ( 3 - य ), ( 4 - ु ), ( 5 - व ), ( 6 - ी )",0,7
सुपारी,"( 0 - स ), ( 1 - ु ), ( 2 - प ), ( 3 - ा ), ( 4 - र ), ( 5 - ी )",0,6
आवश्यकताएँ,"( 0 - आ ), ( 1 - व ), ( 2 - श ), ( 3 - ् ), ( 4 - य ), ( 5 - क ), ( 6 - त ), ( 7 - ा ), ( 8 - ए ), ( 9 - ँ )",0,10
अपघट्य,"( 0 - अ ), ( 1 - प ), ( 2 - घ ), ( 3 - ट ), ( 4 - ् ), ( 5 - य )",0,6
तैसे,"( 0 - त ), ( 1 - ै ), ( 2 - स ), ( 3 - े )",0,4
छींटे,"( 0 - छ ), ( 1 - ी ), ( 2 - ं ), ( 3 - ट ), ( 4 - े )",0,5
मुड़्,"( 0 - म ), ( 1 - ु ), ( 2 - ड ), ( 3 - ़ ), ( 4 - ् )",0,5
विशेषता,"( 0 - व ), ( 1 - ि ), ( 2 - श ), ( 3 - े ), ( 4 - ष ), ( 5 - त ), ( 6 - ा )",0,7
सपी,"( 0 - स ), ( 1 - प ), ( 2 - ी )",0,3
वैंपायर,"( 0 - व ), ( 1 - ै ), ( 2 - ं ), ( 3 - प ), ( 4 - ा ), ( 5 - य ), ( 6 - र )",0,7
क्हाड्य,"( 0 - क ), ( 1 - ् ), ( 2 - ह ), ( 3 - ा ), ( 4 - ड ), ( 5 - ् ), ( 6 - य )",0,7
असूया,"( 0 - अ ), ( 1 - स ), ( 2 - ू ), ( 3 - य ), ( 4 - ा )",0,5
द्विपंखी,"( 0 - द ), ( 1 - ् ), ( 2 - व ), ( 3 - ि ), ( 4 - प ), ( 5 - ं ), ( 6 - ख ), ( 7 - ी )",0,8
अंगत्राण,"( 0 - अ ), ( 1 - ं ), ( 2 - ग ), ( 3 - त ), ( 4 - ् ), ( 5 - र ), ( 6 - ा ), ( 7 - ण )",0,8
लघुशंका,"( 0 - ल ), ( 1 - घ ), ( 2 - ु ), ( 3 - श ), ( 4 - ं ), ( 5 - क ), ( 6 - ा )",0,7
सुचना,"( 0 - स ), ( 1 - ु ), ( 2 - च ), ( 3 - न ), ( 4 - ा )",0,5
आर्थिकिता,"( 0 - आ ), ( 1 - र ), ( 2 - ् ), ( 3 - थ ), ( 4 - ि ), ( 5 - क ), ( 6 - ि ), ( 7 - त ), ( 8 - ा )",0,9
चंद्रकिरण,"( 0 - च ), ( 1 - ं ), ( 2 - द ), ( 3 - ् ), ( 4 - र ), ( 5 - क ), ( 6 - ि ), ( 7 - र ), ( 8 - ण )",0,9
टिकाने,"( 0 - ट ), ( 1 - ि ), ( 2 - क ), ( 3 - ा ), ( 4 - न ), ( 5 - े )",0,6
उष्णकटिबंधीय,"( 0 - उ ), ( 1 - ष ), ( 2 - ् ), ( 3 - ण ), ( 4 - क ), ( 5 - ट ), ( 6 - ि ), ( 7 - ब ), ( 8 - ं ), ( 9 - ध ), ( 10 - ी ), ( 11 - य )",0,12
वाइरसाइड,"( 0 - व ), ( 1 - ा ), ( 2 - इ ), ( 3 - र ), ( 4 - स ), ( 5 - ा ), ( 6 - इ ), ( 7 - ड )",0,8
पोथ,"( 0 - प ), ( 1 - ो ), ( 2 - थ )",0,3
अनुपादेय,"( 0 - अ ), ( 1 - न ), ( 2 - ु ), ( 3 - प ), ( 4 - ा ), ( 5 - द ), ( 6 - े ), ( 7 - य )",0,8
जिलेटिन,"( 0 - ज ), ( 1 - ि ), ( 2 - ल ), ( 3 - े ), ( 4 - ट ), ( 5 - ि ), ( 6 - न )",0,7
बितना,"( 0 - ब ), ( 1 - ि ), ( 2 - त ), ( 3 - न ), ( 4 - ा )",0,5
गयावह,"( 0 - ग ), ( 1 - य ), ( 2 - ा ), ( 3 - व ), ( 4 - ह )",0,5
विशुद्धता,"( 0 - व ), ( 1 - ि ), ( 2 - श ), ( 3 - ु ), ( 4 - द ), ( 5 - ् ), ( 6 - ध ), ( 7 - त ), ( 8 - ा )",0,9
थोडा,"( 0 - थ ), ( 1 - ो ), ( 2 - ड ), ( 3 - ा )",0,4
यदा,"( 0 - य ), ( 1 - द ), ( 2 - ा )",0,3
तपाऊंगा,"( 0 - त ), ( 1 - प ), ( 2 - ा ), ( 3 - ऊ ), ( 4 - ं ), ( 5 - ग ), ( 6 - ा )",0,7
मन्ना,"( 0 - म ), ( 1 - न ), ( 2 - ् ), ( 3 - न ), ( 4 - ा )",0,5
मिटाए,"( 0 - म ), ( 1 - ि ), ( 2 - ट ), ( 3 - ा ), ( 4 - ए )",0,5
